id,name,signal,h_codes,euh_codes,p_codes,symbols
493358,3-Methoxybenzaldehyd,,,,,
493362,"1,3-Cyclohexadien",Gefahr,"H225,H335",,"P210,P261,P240","GHS02,GHS07"
493369,Diguanidiniumcarbonat,Achtung,"H302,H319",,P305+P351+P338,GHS07
493373,2-Chlor-2-methylbutan,Gefahr,H225,,"P210,P240,P241,P280,P303+P361+P353,P501",GHS02
493378,"2,2-Dimethylbuttersäure",Gefahr,"H302,H315,H318",,,"GHS05,GHS07"
493381,Bromacetylbromid,Gefahr,H314,EUH014,"P280,P301+P330+P331,P305+P351+P338,P309+P310",GHS05
493392,Pantolacton,,,,,
493394,"2,3-Pentandion",Gefahr,"H225,H315,H319,H335",,"P210,P261,P305+P351+P338","GHS02,GHS07"
493400,Triphenylamin,,,,,
493412,Diisopentylphthalat,Gefahr,"H360FD,H400",,,"GHS08,GHS09"
493427,Pentabromphenol,Gefahr,"H301,H311,H331,H315,H319,H335,H400",,"P261,P273,P301+P310,P305+P351+P338,P311","GHS06,GHS09"
493428,Diethylmethylmalonat,,,,,
493432,"3,5-Dinitrosalicylsäure",Achtung,"H302,H315,H335",,P261,GHS07
493437,"1,3-Dichlor-4-nitrobenzol",Gefahr,"H302,H311,H317,H411",,"P273,P280,P302+P352,P309+P310","GHS06,GHS09"
493439,Methyl-2-furoat,Gefahr,H301,,P309+P310,GHS06
493441,Isobutyrophenon,,,,,
493446,"1,3-Dimethyl-1,3-diphenylharnstoff",,,,,
493449,2-Methoxybenzylalkohol,,,,,
493465,2-Bromanilin,Gefahr,"H301+H311+H331,H373,H410",,"P273,P280,P302+P352,P304+P340,P309+P310","GHS06,GHS08,GHS09"
493466,2-Iodanilin,Achtung,"H315,H319,H335",,"P302+P352,P304+P340,P305+P351+P338",GHS07
493470,"3-Aminopropan-1,2-diol",Gefahr,H314,,"P280,P305+P351+P338,P310",GHS05
493474,Ethylpyruvat,Achtung,H226,,"P210,P235+P410",GHS02
493478,Triethylsilan,Gefahr,"H225,H412",,"P210,P273",GHS02
493480,1-Phenylethylamin,Gefahr,"H302+H312,H314",,"P280,P301+P330+P331,P302+P352,P305+P351+P338,P309+P310","GHS05,GHS07"
493494,5-Methylfurfural,,,,,
493495,3-Ethylphenol,Gefahr,"H302,H312,H314",,"P260,P301+P330+P331,P303+P361+P353,P305+P351+P338,P405,P501","GHS05,GHS07"
493496,3-Methylbenzylchlorid,Gefahr,"H314,H335",,"P261,P280,P305+P351+P338,P310","GHS05,GHS07"
493497,"alpha,3-Dichlortoluol",Gefahr,"H302,H312,H332,H314,H411",,"P273,P280,P305+P351+P338,P309+P310","GHS05,GHS07,GHS09"
493499,"2,6-Dichlorphenolindophenol, Natriumsalz, Dihydrat",,,,,
493502,3-Benzylpyridin,Achtung,"H302,H312,H332,H315,H319",,,GHS07
493505,3-Ethoxyanilin,Gefahr,"H301+H311+H331,H373",,"P280,P261,P301+P310,P311","GHS06,GHS08"
493509,4-(2-Hydroxyethyl)morpholin,Achtung,"H315,H319,H335",,"P261,P305+P351+P338",GHS07
493510,p-Tolylisocyanat,Gefahr,"H302+H312+H332,H315,H319,H334,H335",,"P261,P280,P305+P351+P338,P342+P311","GHS08,GHS07"
493517,4-Chlorbenzonitril,Achtung,H302,,P262,GHS07
493522,Methylcrotonat,Gefahr,"H225,H315,H319,H335",,"P210,P261,P305+P351+P338","GHS02,GHS07"
493527,2-Butensäureanhydrid,Gefahr,"H315,H318,H335,H400",,"P273,P280,P302+P352,P304+P340,P305+P351+P338,P313","GHS05,GHS07,GHS09"
493529,Ethyl-3-chlorpropionat,Achtung,"H226,H315,H319",,"P210,P302+P352,P305+P351+P338","GHS02,GHS07"
493532,5-Nonanol,,,,,
493539,2-Pentylamin,Gefahr,"H225,H314",,,"GHS02,GHS05"
493542,"2,4-Pentandiol",,,,,
493547,"alpha,alpha'-Dichlor-m-xylol",Gefahr,"H302,H330,H314,H410",,"P273,P280,P305+P351+P338,P309+P310,P501","GHS06,GHS05,GHS09"
493551,6-Methyluracil,Achtung,H361fd,,P281,GHS08
493554,3-Chlorpyridin,Gefahr,"H226,H302,H314",,"P210,P280,P301+P330+P331,P305+P351+P338,P309+P310","GHS02,GHS05,GHS07"
493556,3-Brom-1-propanol,Achtung,"H315,H319",,"P302+P352,P305+P351+P338",GHS07
493557,1-Pentin,Gefahr,"H225,H315,H319,H335,H304",,"P210,P261,P301+P310,P305+P351+P338,P331","GHS02,GHS08,GHS07"
493560,2-Chlorethylmethylether,Gefahr,"H225,H302,H315",,"P210,P260,P302+P352,P403+P235","GHS02,GHS07"
493562,Ethylundecanoat,,,,,
493565,1-Iodpentan,Achtung,H226,,"P210,P260",GHS02
493570,1-Heptin,Gefahr,"H225,H304",,"P210,P243,P301+P330+P331,P315,P403+P233","GHS02,GHS08"
493573,2-Nonanol,,,,,
493575,"1,6-Dibromhexan",Achtung,"H302,H317,H411",,"P261,P273,P280,P301+P312,P363,P501","GHS07,GHS09"
493576,1-Bromheptan,Achtung,H226,,,GHS02
493577,1-Octin,Gefahr,"H225,H304",,"P210,P301+P310,P331","GHS02,GHS08"
493582,1-Iodoctan,Achtung,"H315,H319,H335",,"P261,P305+P351+P338",GHS07
493597,"1,2,3,4-Tetrahydrochinolin",Achtung,"H315,H319,H335",,"P261,P305+P351+P338",GHS07
493606,Tetrahydrofurfurylacetat,,,,,
493608,Ethyl-4-chloracetoacetat,Gefahr,"H311,H301,H314,H317,H411",,"P273,P280,P301+P330+P331,P302+P352,P305+P351+P338,P309+P310","GHS06,GHS05,GHS09"
493609,1-Iodhexan,Gefahr,"H302,H315,H318,H335",,"P261,P280,P305+P351+P338","GHS05,GHS07"
493615,Dichlor(phenyl)phosphin,Gefahr,"H301,H314,H335",EUH014,"P280,P301+P310+P330,P303+P361+P353,P304+P340+P310,P305+P351+P338","GHS06,GHS05"
493620,p-Propylphenol,Gefahr,"H302,H312,H314",,"P280,P264,P260,P270,P310,P305+P351+P338","GHS05,GHS07"
493622,4-Methylvaleriansäure,Gefahr,"H311,H314",,"P280,P301+P330+P331,P302+P352,P305+P351+P338,P309+P310","GHS06,GHS05"
493626,Nonamethylendiamin,Gefahr,H314,,"P280,P301+P330+P331,P305+P351+P338,P309+P310",GHS05
493627,Decamethylendiamin,Gefahr,"H302,H314",,,"GHS05,GHS07"
493629,Natriumtoluol-4-sulfonat,Achtung,H319,,"P264,P280,P305+P351+P338,P337+P313",GHS07
493646,Tributylborat,Achtung,"H315,H319,H335",,"P261,P305+P351+P338",GHS07
493648,1-Hexin,Gefahr,"H225,H304,H315,H319,H335",,"P210,P261,P301+P310,P305+P351+P338,P331","GHS02,GHS08,GHS07"
493651,"Dioctadecyl-3,3'-thiodipropionat",,H412,,"P273,P501",
493652,2-Decanon,,,,,
493653,1-Bromnonan,,,,,
493658,"Cyclohex-1,2-ylendiamin",Gefahr,"H302,H312,H332,H314,H335",,"P301+P330+P331,P280,P305+P351+P338,P310","GHS05,GHS07"
493662,"2,5-Dimethoxytetrahydrofuran",Achtung,"H226,H319",,"P210,P305+P351+P338","GHS02,GHS07"
493688,Bisdecanoylperoxid,Gefahr,H242,,"P210,P220,P234,P280,P403,P411",GHS02
493692,3-Methyl-3-buten-1-ol,Gefahr,"H226,H318",,"P210,P280,P305+P351+P338,P313","GHS02,GHS05"
493695,Nonanoylchlorid,Gefahr,"H290,H314,H335",,"P280,P301+P330+P331,P304+P340,P305+P351+P338,P309+P310","GHS05,GHS07"
493707,N-Isopropylanilin,Gefahr,"H302,H315,H319,H330,H335",,"P260,P284,P305+P351+P338,P310",GHS06
493708,4-Phenyl-1-buten,Achtung,"H226,H315,H411",,,"GHS02,GHS07,GHS09"
493728,Triethoxy(phenyl)silan,Achtung,"H226,H373",,"P210,P260","GHS02,GHS08"
493733,"N-(1,3-Dimethylbutyl)-N'-phenyl-p-phenylendiamin",Achtung,"H302,H317,H410",,"P261,P273,P280,P501","GHS07,GHS09"
493739,Ethylethoxyacetat,Achtung,H226,,,GHS02
493740,Diethylglutarat,,,,,
493744,Tetradecandisäure,Gefahr,H318,,"P280,P305+P351+P338,P310",GHS05
493751,Phenylphosphonsäuredichlorid,Gefahr,"H302,H314",EUH014,"P260,P301+P330+P331,P303+P361+P353,P305+P351+P338,P405,P501","GHS05,GHS07"
493753,Triacetonamin,Gefahr,"H302,H314,H317,H412",,"P273,P280,P301+P330+P331,P302+P352,P305+P351+P338,P309+P310","GHS05,GHS07"
493754,"5-Norbornen-2,3-dicarbonsäureanhydrid",Gefahr,"H318,H317,H334",,"P261,P280,P305+P351+P338,P342+P311","GHS08,GHS05"
493765,Lithiummethanolat,Gefahr,"H251,H314",EUH014,"P235+P410,P280,P305+P351+P338,P310","GHS02,GHS05"
493767,Natrium-2-methylpropan-2-olat,Gefahr,"H228,H251,H314",EUH014,P405,"GHS02,GHS05"
493774,1-Decen,Gefahr,"H226,H304,H315,H411",,"P273,P301+P330+P331,P302+P352,P331","GHS02,GHS08,GHS09"
493781,p-Toluoylchlorid,Gefahr,"H314,H335",,"P280,P305+P351+P338,P309+P310","GHS05,GHS07"
493787,Diphenylcyclopropenon,Achtung,H317,,"P262,P280,P302+P352",GHS07
493791,3-Aminopropyltriethoxysilan,Gefahr,"H302,H314,H317",,"P280,P301+P330+P331,P302+P352,P305+P351+P338,P308+P310","GHS05,GHS07"
493793,"1,1,3-Trichloraceton",Gefahr,"H301,H330,H314,H410",,"P260,P273,P280,P284,P301+P310,P305+P351+P338","GHS06,GHS05,GHS09"
493794,2-Hydroxypropylmethacrylat,Achtung,"H319,H317",,,GHS07
493795,N-(Hydroxymethyl)acrylamid,Achtung,"H302,H315,H319,H335",,"P261,P305+P351+P338",GHS07
493797,3-Nonanon,,,,,
493806,2-(2-Aminoethoxy)ethanol,Gefahr,"H312,H314",,"P280,P305+P351+P338,P310","GHS05,GHS07"
493809,Chlorcyclopentan,Gefahr,H225,,"P210,P262,P403+P235",GHS02
493810,2-Cyclohexen-1-on,Gefahr,"H226,H301+H331,H310",,"P210,P280,P302+P352,P304+P340,P309+P310","GHS02,GHS06"
493820,o-Toluoylchlorid,Gefahr,H314,,"P280,P301+P330+P331,P305+P351+P338,P309+P310",GHS05
493826,N-Phenylmaleimid,Gefahr,"H301,H315,H317,H318,H400",,"P261,P264,P270,P272,P273,P280,P284,P301+P310","GHS06,GHS05,GHS09"
493827,1'-Acetonaphthon,Achtung,"H302,H412",,P273,GHS07
493840,"2,6-Di-tert-butyl-4-(4,6-bis(octylthio)-1,3,5-triazin-2-ylamino)phenol",,,,,
493845,1-Chlordecan,Achtung,"H351,H410",EUH066,"P273,P281,P501","GHS08,GHS09"
493847,Cyclopentylamin,Gefahr,"H225,H300,H331,H314,H317",,"P210,P280,P301+P330+P331,P302+P352,P304+P340,P305+P351+P338,P309+P310,P403+P235","GHS02,GHS06,GHS05"
493859,"1,3,5-Triallyl-1,3,5-triazine-2,4,6(1H,3H,5H)-trion",Achtung,"H302,H312,H373",,"P260,P264,P270,P280,P309+P311,P330","GHS07,GHS08"
493869,"3,3-Dimethylbuttersäure",Gefahr,H314,,"P280,P305+P351+P338,P310",GHS05
493872,1-Vinylimidazol,Gefahr,"H302,H314",,"P280,P305+P351+P338,P310","GHS05,GHS07"
493876,1-Brom-2-fluorbenzol,Achtung,"H226,H302,H319",,"P280,P305+P351+P338","GHS02,GHS07"
493878,1-Brom-3-fluorbenzol,Achtung,"H226,H302,H315,H319",,P305+P351+P338,"GHS02,GHS07"
493884,Diphenylphosphinchlorid,Gefahr,"H290,H302,H314,H412",EUH014,"P280,P301+P330+P331,P303+P361+P353,P305+P351+P338,P310","GHS05,GHS07"
493891,Diammoniumoxalat,Achtung,H302+H312,,P302+P352,GHS07
493892,Triisobutylamin,,,,,
493893,Trioctylamin,Achtung,"H315,H319,H411",,"P273,P280,P305+P351+P338","GHS07,GHS09"
493895,"2-Methyl-1,3-pentadien",Gefahr,H225,,,GHS02
493897,Allylacetoacetat,Gefahr,"H301+H311,H315",,"P280,P302+P352,P309+P310",GHS06
493900,"1,2-Dodecandiol",,,,,
493901,1-Tetradecen,Gefahr,H304,,"P301+P310,P331",GHS08
493902,Dioctylamin,Gefahr,"H302,H314,H410",,"P273,P280,P305+P351+P338,P310,P501","GHS05,GHS07,GHS09"
493904,Methyl-4-pyridylketon,Achtung,"H315,H319,H335",,"P261,P305+P351+P338",GHS07
493909,2-Phenyl-1-propanol,,,,,
493912,"alpha,alpha-Dimethoxytoluol",Achtung,H302,,"P270,P264,P301+P312",GHS07
493923,Ferulasäure,Achtung,"H315,H319,H335",,"P261,P302+P352,P280,P305+P351+P338",GHS07
493931,Decabromdiphenylether,,H413,,P273,
493932,"Dodecyl-3,4,5-trihydroxybenzoat",Achtung,H317,,"P262,P280,P302+P352",GHS07
493943,2-Furylmethylketon,Gefahr,"H300,H311,H318,H332",,"P264,P280,P301+P310,P305+P351+P338","GHS06,GHS05"
493983,3-Methylpyrazol,Achtung,"H302,H335,H315,H319",,"P260,P302+P352,P304+P340,P305+P351+P338",GHS07
493992,Isovaleriansäureanhydrid,Gefahr,H314,,"P280,P301+P330+P331,P305+P351+P338,P309+P310",GHS05
493996,2-Ethylpiperidin,Gefahr,"H226,H302,H312,H332,H314",,,"GHS02,GHS05,GHS07"
494000,Trifluormethansulfonsäure,Gefahr,"H290,H302,H314,H335",,"P280,P301+P330+P331,P305+P351+P338,P309+P310","GHS05,GHS07"
494012,Ethyltriphenylphosphoniumbromid,Gefahr,"H301,H319,H411",,,"GHS06,GHS09"
494032,"4,4'-Dimethyldiphenylether",Achtung,"H315,H319,H335,H410",,"P261,P273,P305+P351+P338,P501","GHS07,GHS09"
494043,Tetrabutylammoniumbromid,Achtung,"H315,H319,H335",,"P261,P305+P351+P338",GHS07
494047,"Dinatriumnaphthalin-1,5-disulfonat",,,,,
494048,Malonyldichlorid,Gefahr,"H226,H314",EUH014,"P280,P305+P351+P338,P310","GHS02,GHS05"
494058,"3,3',3'',5,5',5''-Hexa-tert-butyl-alpha,alpha',alpha''-(mesitylen-2,4,6-triyl)tri-p-kresol",,H413,,"P273,P501",
494063,Methylnonanoat,,,,,
494065,2-Allylphenol,Gefahr,"H301+H311,H314",,"P280,P301+P330+P331,P302+P352,P305+P351+P338,P309+P310","GHS06,GHS05"
494069,DL-3-Methylcyclopentanon,Achtung,H226,,P210,GHS02
494086,"2,2'-Dihydroxybiphenyl",Achtung,"H302,H319",,"P280,P301+P312,P305+P351+P338",GHS07
494098,"4,4',4''-(1-Methylpropanyl-3-yliden)tris[6-tert-butyl-m-kresol]",Achtung,H317,,,GHS07
494099,Octabenzon,Achtung,"H317,H413",,,GHS07
494105,"6-tert-Butyl-2,4-xylenol",Gefahr,"H302,H310,H315,H319,H373,H411",,,"GHS06,GHS07,GHS08,GHS09"
494109,"1,1'-(1,1,2,2-Tetramethylethylen)dibenzol",Achtung,H317,,"P262,P280,P333+P313,P363,P501",GHS07
494114,Tetrapropylammoniumbromid,Achtung,"H315,H319,H335",,"P261,P305+P351+P338",GHS07
494116,Methyl-5-nitrohydrogenisophthalat,,,,,
494120,Decannitril,,,,,
494129,Decylamin,Gefahr,"H301,H311,H314,H400",,"P273,P280,P305+P351+P338,P310","GHS06,GHS05,GHS09"
494134,"2-Brom-1,1-diethoxyethan",Gefahr,"H301,H330,H315,H319",,"P260,P284,P301+P310,P305+P351+P338,P310",GHS06
494145,Isopentylbenzol,,,,,
494153,Tetrabutylammoniumhydroxid,Gefahr,H314,,"P280,P305+P351+P338,P309",GHS05
494157,Valeriansäureanhydrid,Gefahr,H314,,"P280,P301+P330+P331,P305+P351+P338,P309+P310",GHS05
494158,Tetramethylendimethacrylat,Achtung,"H315,H317,H319,H335",,"P261,P305+P351+P338,P302+P352",GHS07
494172,"1,8-Dichloroctan",Achtung,H315,,P302+P352,GHS07
494173,"1,6-Dichlorhexan",,H413,,P273,
494176,Octylbenzol,,,,,
494180,"2,3-Epoxypropyl-o-tolylether",Achtung,"H341,H317,H315,H411",,"P273,P280","GHS08,GHS07,GHS09"
494181,"1,3-Bis(tert-butylperoxyisopropyl)benzol",Gefahr,"H242,H413",,"P210,P273,P280,P403+P235,P420",GHS02
494190,Nonannitril,,,,,
494196,Aluminiumtri-sec-butylat,Gefahr,"H226,H311,H302",,"P280,P302+P352,P309+P310","GHS02,GHS06"
494206,Propylbenzoat,,,,,
494219,Ethylsorbat,,,,,
494229,Didodecylphthalat,,,,,
494230,11-Aminoundecansäure,,,,,
494233,Dodecannitril,Achtung,"H315,H410",,"P264,P273,P280,P302+P352,P332+P313,P362,P391,P501","GHS07,GHS09"
494234,2-(Dimethylamino)ethylacrylat,Gefahr,"H226,H302,H311,H330,H314,H317,H400",,,"GHS02,GHS06,GHS05,GHS09"
494235,2-(2H-Benzotriazol-2-yl)-p-kresol,Achtung,"H317,H413",,,GHS07
494240,Zinkdilaurat,,,,,
494242,Bariumbis(2-ethylhexanoat),Achtung,"H302,H332",,,GHS07
494246,1-Chlornonan,,,,,
494248,Dioctadecyldisulfid,,,,,
494254,2-Chlor-5-nitrobenzoesäure,Achtung,"H315,H319,H335",,"P302+P352,P304+P340,P305+P351+P338",GHS07
494257,3-(Trimethoxysilyl)propylmethacrylat,,,,,
494258,3-Chlorpropyltrimethoxysilan,,,,,
494264,4-Phenyl-2-butanon,Achtung,H315,,P302+P352,GHS07
494276,Piperidin-N-carbaldehyd,Gefahr,"H302,H311,H315,H319",,"P260,P280,P302+P352,P305+P351+P338,P309+P310",GHS06
494320,"N-(1,1-Dimethyl-3-oxobutyl)acrylamid",Achtung,H302,,P301+P310,GHS07
494325,Chlor(phenyl)acetylchlorid,Gefahr,"H226,H314,H335",,"P261,P280,P305+P351+P338,P310","GHS02,GHS05,GHS07"
494327,1-Hexadecanthiol,,,,,
494353,"3-Hexin-2,5-diol",Gefahr,"H301,H315,H317,H318,H411",,,"GHS06,GHS05,GHS09"
494360,Titantetraethanolat,Achtung,"H226,H319",,"P210,P262,P305+P351+P338","GHS02,GHS07"
494369,"2-(2H-Benzotriazol-2-yl)-4-(1,1,3,3-tetramethylbutyl)phenol",,H413,,"P273,P501",
494374,tert-Butylcyclohexan,Achtung,H226,,"P210,P240,P280,P303+P361+P353,P403+P235,P501",GHS02
494376,3-(Dimethylamino)-1-propanol,Gefahr,"H226,H302,H314",,"P210,P280,P301+P330+P331,P305+P351+P338,P309+P310","GHS02,GHS05,GHS07"
494390,Propylidintrimethyltrimethacrylat,,H411,,"P273,P391,P501",GHS09
494395,Tris(2-ethylhexyl)trimellitat,,,,,
494404,2-Bromhexan,Achtung,H226,,P210,GHS02
494430,N-Butylbenzolsulfonamid,Achtung,"H373,H412",,"P262,P280,P270,P273,P314,P260,P501",GHS08
494435,Diundecylphthalat,,,,,
494441,"N,N-Diethylhydroxylamin",Achtung,"H226,H312+H332,H315,H319",,"P210,P302+P352,P305+P351+P338","GHS02,GHS07"
494450,Geranylaceton,Achtung,"H315,H319,H335",,"P261,P305+P351+P338",GHS07
494451,"O,O'-Dioctadecylpentaerythritbis(phosphit)",,,,,
494455,"2,3-Hexandion",Achtung,"H226,H315,H319,H335",,"P261,P305+P351+P338","GHS02,GHS07"
494465,"1,4-Butandioldivinylether",Achtung,"H226,H412",,,GHS02
494492,(E)-Anethol,Achtung,H317,,"P261,P261,P363,P333+P313,P501",GHS07
494493,"Dinatrium-4,4'-bis[6-anilino-[4-[bis(2-hydroxyethyl)amino]-1,3,5-triazin-2-yl]amino]stilben-2,2'-disulfonat",,,,,
494511,1-Iodheptan,Achtung,"H315,H319,H335",,"P261,P305+P351+P338",GHS07
494528,"Natrium-1-(3,4-dihydro-6-methyl-2,4-dioxo-2H-pyran-3-yliden)ethanolat",Achtung,H302,,,GHS07
494532,"3,4-Hexandion",Achtung,H226,,,GHS02
494541,Lithiumstearat,,,,,
494543,"3,4,5-Trimethoxybenzoylchlorid",Gefahr,"H314,H335",EUH014,"P261,P280,P305+P351+P338,P310","GHS05,GHS07"
494544,Dimethyldicarbonat,Gefahr,"H302,H330,H314",,"P280,P301+P330+P331,P304+P340,P305+P351+P338,P309+P310","GHS06,GHS05"
494558,Farnesol,Achtung,"H315,H317,H319",,,GHS07
494579,Methyl-2-chloracetoacetat,,,,,
494582,Crotonitril,Gefahr,"H225,H302,H315,H319,H335",,"P210,P261,P305+P351+P338","GHS02,GHS07"
494615,Natriummethanthiolat,Gefahr,"H226,H301,H314",,"P210,P260,P280,P303+P361+P353,P305+P351+P338,P310","GHS02,GHS05,GHS06"
494651,"4,4-Dimethoxybutanon",Achtung,H226,,P210,GHS02
494652,Benzylbromacetat,Achtung,"H315,H319,H335",,"P261,P305+P351+P338",GHS07
494653,Methyl-2-brompropionat,Achtung,"H226,H315,H319,H335",,"P210,P302+P352,P304+P340,P305+P351+P338","GHS02,GHS07"
494655,Butylcyanacetat,,,,,
494656,"Natriumhydrogen-4-amino-5-hydroxynaphthalin-2,7-disulfonat",,,,,
494681,5-Chlor-2-pentanon,Achtung,H302,,,GHS07
494710,"cis-2-Buten-1,4-diol",Achtung,H302,,,GHS07
494711,Crotylalkohol,Achtung,"H226,H302+H312",,P280,"GHS02,GHS07"
494725,2-Dodecanon,,H411,,P273,GHS09
494750,Bis(2-ethylhexyl)terephthalat,,,,,
494758,"cis-2,6-Dimethylmorpholin",Gefahr,"H226,H302,H312,H314",,"P210,P280,P301+P330+P331,P301+P312,P302+P352,P305+P351+P338,P310","GHS02,GHS05,GHS07"
494771,"1,8-Diazabicyclo(5.4.0)undec-7-en",Gefahr,"H301,H314,H412,H290",,"P273,P280,P301+P310,P305+P351+P338,P310","GHS06,GHS05"
494772,"Pentaerythrittetrakis[3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionat]",,,,,
494801,3-Methoxybenzylalkohol,,,,,
494802,1-Brom-3-chlor-2-methylpropan,Achtung,H319,,"P262,P305+P351+P338",GHS07
494809,Ethyldiisopropylamin,Gefahr,"H225,H301,H314,H412",,"P210,P233,P240,P273,P280,P301+P330+P331,P305+P351+P338,P309+P310,P403+P235","GHS02,GHS06,GHS05"
494817,"Nerolidol, Isomerengemisch",,H411,,P273,GHS09
494819,Dimethylpropylenharnstoff,Gefahr,"H302,H318,H361f",,"P280,P305+P351+P338,P313","GHS05,GHS07,GHS08"
494823,"2,2-Dimethylpropan-1,3-diamin",Gefahr,"H228,H302,H312,H314,H317",,"P233,P280,P301+P330+P331,P302+P352,P305+P351+P338","GHS02,GHS05,GHS07"
494834,Ethyl-2-methylbutyrat,Achtung,H226,,P210,GHS02
494842,Trimethylsilylcyanid,Gefahr,"H225,H300+H310+H330,H410",EUH029,"P210,P273,P280,P302+P352,P304+P340,P309+P310","GHS02,GHS06,GHS09"
494843,Kupfer(I)-iodid,Achtung,"H302,H315,H319,H335,H410",,"P261,P273,P305+P351+P338,P501","GHS07,GHS09"
494845,cis-2-Hexen,Gefahr,"H225,H315,H319,H335",,"P210,P261,P305+P351+P338","GHS02,GHS07"
494853,"Hexahydro-1,3,5-triethyl-1,3,5-triazin",Achtung,"H302,H312,H332,H315,H319,H335",,,GHS07
494856,Aluminiumiodid,Gefahr,"H314,H317",EUH014,"P280,P305+P351+P338,P310","GHS05,GHS07"
494860,Dichlor(3-chlorpropyl)methylsilan,Gefahr,"H300,H314","EUH014,EUH071","P271,P280,P301+P330+P331,P310,P305+P351+P338,P303+P361+P353,P501","GHS06,GHS05"
494861,Iodbromid,Gefahr,"H314,H335",,"P280,P301+P330+P331,P304+P340,P305+P351+P338,P309+P310",GHS05
494863,Phosphorpentabromid,Gefahr,H314,EUH014,"P280,P305+P351+P338,P310",GHS05
494864,"Sojabohnenöl, epoxidiert",,,,,
494865,"Leinsamenöl, epoxidiert",,,,,
494874,Hydroxyethylcellulose,,,,,
494894,Chrom(II)-chlorid,Achtung,"H302,H315,H319,H335",,"P261,P305+P351+P338",GHS07
494913,Lithiumiodid,Achtung,"H315,H319",,P305+P351+P338,GHS07
494930,Methyltrimethyl-3-((1-oxododecyl)amino)propylammoniumsulfat,Gefahr,"H315,H318,H317,H400,H411",,"P273,P280,P303+P361+P353,P305+P351+P338,P363,P391","GHS05,GHS07,GHS09"
494949,2-Methyl-3-heptanon,Achtung,"H226,H315,H319,H335",,"P261,P305+P351+P338","GHS02,GHS07"
494956,"tert-Butylperoxy-3,5,5,-trimethylhexanoat",Gefahr,"H242,H315,H317,H410",,"P302+P352,P210,P220,P280,P273","GHS02,GHS07,GHS09"
494974,Allylcyanacetat,Gefahr,H301,,P309+P310,GHS06
494978,Kupfer(II)-acetylacetonat,Achtung,"H315,H319,H335",,"P261,P305+P351+P338",GHS07
494980,Tetrahydro-3-methylfuran,Gefahr,"H225,H314,H336",,"P210,P260,P280,P305+P351+P338,P303+P361+P353,P301+P330+P331","GHS02,GHS05,GHS07"
494996,"1,6,7,8,9,14,15,16,17,17,18,18-Dodecachlorpentacyclo(12.2.1.16,9.02,13.05,10)octadeca-7,15-dien",,,,,
495001,"Tris(1,3-dichlorisopropyl)phosphat",Achtung,H351,,,GHS08
495008,3-(Trimethoxysilyl)propylamin,Gefahr,"H315,H318",,"P280,P302+P352,P305+P351+P338,P332+P313,P362",GHS05
495011,"Dinatrium-4,4'-bis[[6-anilino-4-[(2-hydroxyethyl)methylamino]-1,3,5-triazin-2-yl]amino]stilben-2,2'-disulfonat",,H412,,"P273,P501",
495015,Aluminiumacetylacetonat,Gefahr,"H300,H315,H319,H335",,"P302+P352,P304+P340,P305+P351+P338,P309+P310",GHS06
495017,"Wollastonit, Faserstäube",,,,,
495022,Cobalt(II)-acetylacetonat,,,,,
495028,Wolframhexacarbonyl,Gefahr,H301+H311+H331,,"P261,P280,P301+P310,P311",GHS06
495035,"Bis(3,5,5-trimethylhexyl)phthalat",,,,,
495036,Silbertetrafluoroborat,Gefahr,H314,,"P280,P301+P330+P331,P305+P351+P338,P309+P310",GHS05
495096,Methylbenzoylformiat,,,,,
495097,2-Acrylamido-2-methylpropansulfonsäure,Gefahr,"H302,H318",,"P280,P305+P351+P338,P313","GHS05,GHS07"
495107,Bis(4-tert-butylcyclohexyl)peroxydicarbonat,Gefahr,H242,,"P220,P280,P412,P410",GHS02
495129,"Dinatrium-4,4'-bis[(4-anilino-6-morpholino-1,3,5-triazin-2-yl)amino]stilben-2,2'-disulfonat",,,,,
495139,3-Methoxy-4-methylanilin,,,,,
495162,Lithiumborhydrid,Gefahr,"H260,H301,H311,H331,H314",EUH014,"P223,P231+P232,P261,P280,P370+P378,P422","GHS02,GHS06,GHS05"
495213,Pentadecansäurenitril,,,,,
495255,Benzoxoniumchlorid,,,,,
495286,"2-(2-Hydroxyethoxy)ethyl-2-hydroxypropyl-3,4,5,6-tetrabromphthalat",,H412,,,
495329,Bromacetylchlorid,Gefahr,H314,EUH014,"P280,P305+P351+P338,P310",GHS05
495348,"N,N'-Hexan-1,6-diylbis[3-(3,5-di-tert-butyl-4-hydroxyphenylpropionamid]",,,,,
495362,N-(2-Ethoxyphenyl)-N'-(2-ethylphenyl)oxamid,,H413,,"P273,P501",
495371,"1,1,2-Trimethoxyethan",Achtung,"H226,H315,H319,H335",,"P261,P305+P351+P338","GHS02,GHS07"
495373,Di-tert-butyldicarbonat,Gefahr,"H226,H315,H317,H319,H330,H335",,"P260,P280,P284,P305+P351+P338,P310","GHS02,GHS06"
495392,"(1,3- oder 1,4-Phenylenbis(1-methylethyliden))bis(tert-butyl)peroxid",Gefahr,"H242,H413",,"P210,P273,P280,P403+P235,P420",GHS02
495393,"2,4,4-Trimethylpenten, Isomerengemisch",Gefahr,"H225,H304,H336",,,"GHS02,GHS07,GHS08"
